"","x","y","inclusion.probabilities","ID","x.1","y.1","xy"
"1",784000,7531390,0.000170294735976167,364054,113.756453602752,-22.2998466434589,TRUE
"2",780820,7526405,0.000245453032204545,1557824,113.726490414598,-22.3453522935495,TRUE
"3",781570,7527675,0.000373139083690893,1253682,113.733542267564,-22.3337692902725,TRUE
"4",783160,7531605,5.35548153734184e-05,312372,113.748269930896,-22.2980448053232,TRUE
"5",783230,7530965,0.000178402100139455,465730,113.749061816515,-22.3038085225193,TRUE
"6",780050,7524965,0.000373139083690893,1902694,113.719273237007,-22.3584724233246,TRUE
"7",781080,7527300,0.00017451667732084,1343434,113.728855267013,-22.3372334090774,TRUE
"8",782765,7529530,0.000170294735976167,809463,113.744805721274,-22.3168340933086,TRUE
"9",780890,7526025,0.000171279025763332,1648886,113.727236221439,-22.3487699375702,TRUE
"10",780470,7525175,0.000245453032204545,1852462,113.723311027572,-22.35650887181,TRUE
"11",782340,7529950,0.00026028458590676,708746,113.740609818006,-22.313113850047,TRUE
"12",783090,7530095,0.000170294735976167,674154,113.747857866257,-22.3116822352918,TRUE
"13",780750,7526590,0.000381246447854182,1513484,113.725778888886,-22.3436943048456,TRUE
"14",782060,7528820,0.000377024506509508,979438,113.738093337387,-22.3233567005092,TRUE
"15",783930,7531155,0.000170294735976167,420346,113.755816422904,-22.3019787599764,TRUE
"16",782080,7527970,9.22353067163386e-05,1183102,113.738437121805,-22.3310236846084,TRUE
